,alpha,gamma,epsilon,epsilon_decay,epsilon_min,n_episodes,max_steps,total_reward,mean_reward,final_epsilon,last_100_episodes_reward
26,0.2,0.95,0.01,0.9,0.01,5000.0,100.0,3044.0,0.6088,1.6313501853428272e-231,0.56
27,0.2,0.9,0.01,0.995,0.01,5000.0,100.0,2129.0,0.4258,1.3043787909937146e-13,0.68
28,0.2,0.9,0.01,0.99,0.01,5000.0,100.0,2198.0,0.4396,1.4995915609979539e-24,0.47
29,0.2,0.9,0.01,0.9,0.01,5000.0,100.0,2273.0,0.4546,1.6313501853428272e-231,0.47
30,0.1,0.9999,0.01,0.995,0.01,5000.0,100.0,3098.0,0.6196,1.3043787909937146e-13,0.56
31,0.1,0.9999,0.01,0.99,0.01,5000.0,100.0,2194.0,0.4388,1.4995915609979539e-24,0.73
32,0.1,0.9999,0.01,0.9,0.01,5000.0,100.0,2121.0,0.4242,1.6313501853428272e-231,0.49
33,0.1,0.99,0.01,0.995,0.01,5000.0,100.0,3131.0,0.6262,1.3043787909937146e-13,0.72
34,0.1,0.99,0.01,0.99,0.01,5000.0,100.0,3257.0,0.6514,1.4995915609979539e-24,0.77
35,0.1,0.99,0.01,0.9,0.01,5000.0,100.0,3476.0,0.6952,1.6313501853428272e-231,0.8
36,0.1,0.97,0.01,0.995,0.01,5000.0,100.0,2966.0,0.5932,1.3043787909937146e-13,0.66
37,0.1,0.97,0.01,0.99,0.01,5000.0,100.0,3168.0,0.6336,1.4995915609979539e-24,0.6
38,0.1,0.97,0.01,0.9,0.01,5000.0,100.0,3222.0,0.6444,1.6313501853428272e-231,0.57
39,0.1,0.95,0.01,0.995,0.01,5000.0,100.0,2860.0,0.572,1.3043787909937146e-13,0.73
40,0.1,0.95,0.01,0.99,0.01,5000.0,100.0,3028.0,0.6056,1.4995915609979539e-24,0.45
41,0.1,0.95,0.01,0.9,0.01,5000.0,100.0,3169.0,0.6338,1.6313501853428272e-231,0.57
42,0.1,0.9,0.01,0.995,0.01,5000.0,100.0,2362.0,0.4724,1.3043787909937146e-13,0.62
43,0.1,0.9,0.01,0.99,0.01,5000.0,100.0,2217.0,0.4434,1.4995915609979539e-24,0.47
44,0.1,0.9,0.01,0.9,0.01,5000.0,100.0,2586.0,0.5172,1.6313501853428272e-231,0.59
45,0.05,0.9999,0.01,0.995,0.01,5000.0,100.0,2935.0,0.587,1.3043787909937146e-13,0.64
46,0.05,0.9999,0.01,0.99,0.01,5000.0,100.0,3195.0,0.639,1.4995915609979539e-24,0.65
47,0.05,0.9999,0.01,0.9,0.01,5000.0,100.0,3393.0,0.6786,1.6313501853428272e-231,0.68
48,0.05,0.99,0.01,0.995,0.01,5000.0,100.0,3193.0,0.6386,1.3043787909937146e-13,0.79
49,0.05,0.99,0.01,0.99,0.01,5000.0,100.0,3228.0,0.6456,1.4995915609979539e-24,0.68
50,0.05,0.99,0.01,0.9,0.01,5000.0,100.0,3392.0,0.6784,1.6313501853428272e-231,0.76
51,0.05,0.97,0.01,0.995,0.01,5000.0,100.0,3058.0,0.6116,1.3043787909937146e-13,0.59
52,0.05,0.97,0.01,0.99,0.01,5000.0,100.0,3240.0,0.648,1.4995915609979539e-24,0.66
53,0.05,0.97,0.01,0.9,0.01,5000.0,100.0,3299.0,0.6598,1.6313501853428272e-231,0.71
54,0.05,0.95,0.01,0.995,0.01,5000.0,100.0,2943.0,0.5886,1.3043787909937146e-13,0.67
55,0.05,0.95,0.01,0.99,0.01,5000.0,100.0,3149.0,0.6298,1.4995915609979539e-24,0.65
56,0.05,0.95,0.01,0.9,0.01,5000.0,100.0,3331.0,0.6662,1.6313501853428272e-231,0.64
57,0.05,0.9,0.01,0.995,0.01,5000.0,100.0,2419.0,0.4838,1.3043787909937146e-13,0.69
58,0.05,0.9,0.01,0.99,0.01,5000.0,100.0,2607.0,0.5214,1.4995915609979539e-24,0.72
59,0.05,0.9,0.01,0.9,0.01,5000.0,100.0,2795.0,0.559,1.6313501853428272e-231,0.52
60,0.01,0.9999,0.01,0.995,0.01,5000.0,100.0,2263.0,0.4526,1.3043787909937146e-13,0.57
61,0.01,0.9999,0.01,0.99,0.01,5000.0,100.0,2397.0,0.4794,1.4995915609979539e-24,0.64
62,0.01,0.9999,0.01,0.9,0.01,5000.0,100.0,3415.0,0.683,1.6313501853428272e-231,0.72
63,0.01,0.99,0.01,0.995,0.01,5000.0,100.0,3042.0,0.6084,1.3043787909937146e-13,0.67
64,0.01,0.99,0.01,0.99,0.01,5000.0,100.0,3286.0,0.6572,1.4995915609979539e-24,0.7
65,0.01,0.99,0.01,0.9,0.01,5000.0,100.0,3466.0,0.6932,1.6313501853428272e-231,0.69
66,0.01,0.97,0.01,0.995,0.01,5000.0,100.0,3005.0,0.601,1.3043787909937146e-13,0.72
67,0.01,0.97,0.01,0.99,0.01,5000.0,100.0,3288.0,0.6576,1.4995915609979539e-24,0.61
68,0.01,0.97,0.01,0.9,0.01,5000.0,100.0,3482.0,0.6964,1.6313501853428272e-231,0.7
69,0.01,0.95,0.01,0.995,0.01,5000.0,100.0,2916.0,0.5832,1.3043787909937146e-13,0.72
70,0.01,0.95,0.01,0.99,0.01,5000.0,100.0,3213.0,0.6426,1.4995915609979539e-24,0.73
71,0.01,0.95,0.01,0.9,0.01,5000.0,100.0,3304.0,0.6608,1.6313501853428272e-231,0.63
72,0.01,0.9,0.01,0.995,0.01,5000.0,100.0,2424.0,0.4848,1.3043787909937146e-13,0.62
73,0.01,0.9,0.01,0.99,0.01,5000.0,100.0,3125.0,0.625,1.4995915609979539e-24,0.59
74,0.01,0.9,0.01,0.9,0.01,5000.0,100.0,3187.0,0.6374,1.6313501853428272e-231,0.68
75,0.005,0.9999,0.01,0.995,0.01,5000.0,100.0,3098.0,0.6196,1.3043787909937146e-13,0.74
76,0.005,0.9999,0.01,0.99,0.01,5000.0,100.0,3262.0,0.6524,1.4995915609979539e-24,0.69
77,0.005,0.9999,0.01,0.9,0.01,5000.0,100.0,3364.0,0.6728,1.6313501853428272e-231,0.63
78,0.005,0.99,0.01,0.995,0.01,5000.0,100.0,3004.0,0.6008,1.3043787909937146e-13,0.67
79,0.005,0.99,0.01,0.99,0.01,5000.0,100.0,3242.0,0.6484,1.4995915609979539e-24,0.73
80,0.005,0.99,0.01,0.9,0.01,5000.0,100.0,3407.0,0.6814,1.6313501853428272e-231,0.65
81,0.005,0.97,0.01,0.995,0.01,5000.0,100.0,2903.0,0.5806,1.3043787909937146e-13,0.72
82,0.005,0.97,0.01,0.99,0.01,5000.0,100.0,3326.0,0.6652,1.4995915609979539e-24,0.72
83,0.005,0.97,0.01,0.9,0.01,5000.0,100.0,3398.0,0.6796,1.6313501853428272e-231,0.68
84,0.005,0.95,0.01,0.995,0.01,5000.0,100.0,2820.0,0.564,1.3043787909937146e-13,0.72
85,0.005,0.95,0.01,0.99,0.01,5000.0,100.0,3266.0,0.6532,1.4995915609979539e-24,0.64
86,0.005,0.95,0.01,0.9,0.01,5000.0,100.0,3431.0,0.6862,1.6313501853428272e-231,0.71
87,0.005,0.9,0.01,0.995,0.01,5000.0,100.0,1776.0,0.3552,1.3043787909937146e-13,0.67
88,0.005,0.9,0.01,0.99,0.01,5000.0,100.0,3034.0,0.6068,1.4995915609979539e-24,0.65
89,0.005,0.9,0.01,0.9,0.01,5000.0,100.0,3375.0,0.675,1.6313501853428272e-231,0.66
