0.0,1734203933520,21.0
1.0,1734203933540,13.0
2.0,1734203933607,16.0
3.0,1734203933809,43.0
4.0,1734203933910,23.0
5.0,1734203934031,25.0
6.0,1734203934118,16.0
7.0,1734203934216,21.0
8.0,1734203934349,28.0
9.0,1734203934558,45.0
10.0,1734203934709,30.0
11.0,1734203934799,19.0
12.0,1734203934946,31.0
13.0,1734203935148,42.0
14.0,1734203935249,22.0
15.0,1734203935381,30.0
16.0,1734203935490,25.0
17.0,1734203935652,36.0
18.0,1734203935787,30.0
19.0,1734203935940,34.0
20.0,1734203936272,73.0
21.0,1734203936395,29.0
22.0,1734203936534,31.0
23.0,1734203937140,118.0
24.0,1734203937235,20.0
25.0,1734203937615,84.0
26.0,1734203938517,200.0
27.0,1734203939439,188.0
28.0,1734203940468,220.0
29.0,1734203942104,350.0
30.0,1734203942213,24.0
31.0,1734203943290,224.0
32.0,1734203944539,267.0
33.0,1734203945829,273.0
34.0,1734203946862,223.0
35.0,1734203947369,108.0
36.0,1734203948306,195.0
37.0,1734203949875,334.0
38.0,1734203951021,239.0
39.0,1734203952291,259.0
40.0,1734203953640,301.0
41.0,1734203954818,242.0
42.0,1734203955859,225.0
43.0,1734203957071,214.0
44.0,1734203958540,307.0
45.0,1734203959990,296.0
46.0,1734203961365,290.0
47.0,1734203962779,287.0
48.0,1734203964234,297.0
49.0,1734203965508,268.0
50.0,1734203966816,266.0
51.0,1734203968001,247.0
52.0,1734203969571,322.0
53.0,1734203970894,274.0
54.0,1734203972069,240.0
55.0,1734203973329,251.0
56.0,1734203974677,286.0
57.0,1734203976284,322.0
58.0,1734203978407,442.0
59.0,1734203980402,413.0
60.0,1734203981702,275.0
61.0,1734203983004,266.0
62.0,1734203984640,331.0
63.0,1734203986409,366.0
64.0,1734203988410,424.0
65.0,1734203989684,259.0
66.0,1734203991596,385.0
67.0,1734203993096,304.0
68.0,1734203994699,338.0
69.0,1734203996925,413.0
70.0,1734203998447,304.0
71.0,1734204000057,316.0
72.0,1734204001657,321.0
73.0,1734204003123,300.0
74.0,1734204004890,355.0
75.0,1734204007336,500.0
76.0,1734204008818,305.0
77.0,1734204011218,488.0
78.0,1734204012865,329.0
79.0,1734204014300,285.0
80.0,1734204016068,353.0
81.0,1734204017905,380.0
82.0,1734204020191,466.0
83.0,1734204022144,393.0
84.0,1734204024315,442.0
85.0,1734204025701,273.0
86.0,1734204027216,306.0
87.0,1734204028584,272.0
88.0,1734204030269,331.0
89.0,1734204031448,237.0
90.0,1734204032900,285.0
91.0,1734204034250,267.0
92.0,1734204035454,239.0
93.0,1734204036666,244.0
94.0,1734204037912,242.0
95.0,1734204039525,316.0
96.0,1734204041096,317.0
97.0,1734204042803,337.0
98.0,1734204044333,297.0
99.0,1734204046882,500.0
100.0,1734204048194,263.0
101.0,1734204049745,272.0
102.0,1734204051948,438.0
103.0,1734204053608,327.0
104.0,1734204055500,368.0
105.0,1734204056956,277.0
106.0,1734204058468,297.0
107.0,1734204059962,299.0
108.0,1734204061434,286.0
109.0,1734204062926,295.0
110.0,1734204064644,340.0
111.0,1734204066805,428.0
112.0,1734204069357,500.0
113.0,1734204070700,262.0
114.0,1734204072690,401.0
115.0,1734204074686,400.0
116.0,1734204076100,278.0
117.0,1734204077510,277.0
118.0,1734204078826,265.0
119.0,1734204080809,399.0
120.0,1734204082461,324.0
121.0,1734204085018,500.0
122.0,1734204086471,298.0
123.0,1734204088070,313.0
124.0,1734204089525,273.0
125.0,1734204091368,363.0
126.0,1734204093859,498.0
127.0,1734204096106,451.0
128.0,1734204097658,315.0
129.0,1734204099176,295.0
130.0,1734204102326,500.0
131.0,1734204104086,275.0
132.0,1734204105965,342.0
133.0,1734204107270,244.0
134.0,1734204108821,311.0
135.0,1734204111245,500.0
136.0,1734204113280,421.0
137.0,1734204115534,500.0
138.0,1734204117002,318.0
139.0,1734204119701,500.0
140.0,1734204122273,500.0
141.0,1734204123873,333.0
142.0,1734204125174,267.0
143.0,1734204126497,262.0
144.0,1734204127888,299.0
145.0,1734204129254,266.0
146.0,1734204130464,232.0
147.0,1734204131935,305.0
148.0,1734204133298,269.0
149.0,1734204134972,342.0
150.0,1734204137478,500.0
151.0,1734204138938,296.0
152.0,1734204141420,500.0
153.0,1734204142995,319.0
154.0,1734204144609,324.0
155.0,1734204146030,258.0
156.0,1734204147611,278.0
157.0,1734204149975,402.0
158.0,1734204151585,280.0
159.0,1734204152898,235.0
160.0,1734204154946,370.0
161.0,1734204156336,261.0
162.0,1734204158584,393.0
163.0,1734204160426,368.0
164.0,1734204161984,318.0
165.0,1734204164298,481.0
166.0,1734204166230,379.0
167.0,1734204167667,289.0
168.0,1734204170114,500.0
169.0,1734204171399,258.0
170.0,1734204173236,382.0
171.0,1734204175603,471.0
172.0,1734204177906,452.0
173.0,1734204179144,261.0
174.0,1734204181093,408.0
175.0,1734204182599,309.0
176.0,1734204184777,446.0
177.0,1734204187200,500.0
178.0,1734204189428,474.0
179.0,1734204191848,491.0
180.0,1734204194341,500.0
181.0,1734204195500,234.0
182.0,1734204197100,326.0
183.0,1734204198466,285.0
184.0,1734204199815,269.0
185.0,1734204201158,272.0
186.0,1734204203586,500.0
187.0,1734204204797,251.0
188.0,1734204206556,352.0
189.0,1734204209212,500.0
190.0,1734204210871,338.0
191.0,1734204213080,461.0
192.0,1734204215273,450.0
193.0,1734204216908,339.0
194.0,1734204218396,307.0
195.0,1734204219642,256.0
196.0,1734204221305,339.0
197.0,1734204222619,275.0
198.0,1734204224124,316.0
199.0,1734204225533,291.0
200.0,1734204226602,229.0
201.0,1734204227925,260.0
202.0,1734204230350,500.0
203.0,1734204232319,404.0
204.0,1734204234074,358.0
205.0,1734204235142,222.0
206.0,1734204236876,346.0
207.0,1734204238171,266.0
208.0,1734204239482,279.0
209.0,1734204240527,208.0
210.0,1734204242063,307.0
211.0,1734204243503,286.0
212.0,1734204244857,275.0
213.0,1734204247405,500.0
214.0,1734204248862,294.0
215.0,1734204250356,305.0
216.0,1734204251744,269.0
217.0,1734204253385,327.0
218.0,1734204254482,218.0
219.0,1734204255418,190.0
220.0,1734204256934,301.0
221.0,1734204258843,382.0
222.0,1734204259928,218.0
223.0,1734204262084,427.0
224.0,1734204263579,239.0
225.0,1734204264590,198.0
226.0,1734204265747,225.0
227.0,1734204268257,493.0
228.0,1734204270478,448.0
229.0,1734204271600,221.0
230.0,1734204272504,181.0
231.0,1734204273883,266.0
232.0,1734204275173,256.0
233.0,1734204276248,208.0
234.0,1734204277918,325.0
235.0,1734204279252,266.0
236.0,1734204280399,221.0
237.0,1734204281858,300.0
238.0,1734204281917,11.0
239.0,1734204283030,217.0
240.0,1734204284162,219.0
241.0,1734204285005,169.0
242.0,1734204285695,136.0
243.0,1734204286410,143.0
244.0,1734204287120,146.0
245.0,1734204288011,172.0
246.0,1734204288699,142.0
247.0,1734204289386,142.0
248.0,1734204290235,155.0
249.0,1734204291106,175.0
250.0,1734204292659,302.0
251.0,1734204293862,248.0
252.0,1734204294634,147.0
253.0,1734204295336,143.0
254.0,1734204296296,189.0
255.0,1734204297187,172.0
256.0,1734204298004,167.0
257.0,1734204298675,134.0
258.0,1734204299284,117.0
259.0,1734204299900,125.0
260.0,1734204299966,13.0
261.0,1734204300632,131.0
262.0,1734204301281,128.0
263.0,1734204301875,121.0
264.0,1734204301968,19.0
265.0,1734204302680,140.0
266.0,1734204302735,12.0
267.0,1734204303295,115.0
268.0,1734204303354,12.0
269.0,1734204303958,116.0
270.0,1734204304009,11.0
271.0,1734204304077,14.0
272.0,1734204304761,137.0
273.0,1734204305656,180.0
274.0,1734204305740,16.0
275.0,1734204305800,12.0
276.0,1734204306844,201.0
277.0,1734204307559,157.0
278.0,1734204307603,10.0
279.0,1734204307661,11.0
280.0,1734204307709,10.0
281.0,1734204307760,10.0
282.0,1734204307812,10.0
283.0,1734204307862,10.0
284.0,1734204307908,9.0
285.0,1734204307970,12.0
286.0,1734204308054,17.0
287.0,1734204308125,15.0
288.0,1734204309942,367.0
289.0,1734204310659,147.0
290.0,1734204311357,130.0
291.0,1734204312030,143.0
292.0,1734204312639,126.0
293.0,1734204313265,120.0
294.0,1734204314130,173.0
295.0,1734204314865,150.0
296.0,1734204315829,143.0
297.0,1734204316805,198.0
298.0,1734204318244,292.0
299.0,1734204319100,171.0
300.0,1734204320388,259.0
301.0,1734204321350,213.0
302.0,1734204322861,301.0
303.0,1734204324022,227.0
304.0,1734204325205,235.0
305.0,1734204326902,333.0
306.0,1734204328432,302.0
307.0,1734204330908,500.0
308.0,1734204332149,252.0
309.0,1734204333619,301.0
310.0,1734204335236,315.0
311.0,1734204336350,228.0
312.0,1734204337426,211.0
313.0,1734204338519,229.0
314.0,1734204339943,278.0
315.0,1734204341024,220.0
316.0,1734204341974,198.0
317.0,1734204343395,286.0
318.0,1734204344504,221.0
319.0,1734204346220,333.0
320.0,1734204347226,200.0
321.0,1734204348408,237.0
322.0,1734204349841,284.0
323.0,1734204350831,203.0
324.0,1734204351946,224.0
325.0,1734204354168,445.0
326.0,1734204355647,295.0
327.0,1734204357536,375.0
328.0,1734204359978,490.0
329.0,1734204361881,371.0
330.0,1734204363188,264.0
331.0,1734204364510,262.0
332.0,1734204365922,285.0
333.0,1734204367323,280.0
334.0,1734204369372,420.0
335.0,1734204371648,406.0
336.0,1734204372779,229.0
337.0,1734204374015,243.0
338.0,1734204375490,303.0
339.0,1734204377312,368.0
340.0,1734204378597,250.0
341.0,1734204379895,264.0
342.0,1734204380950,203.0
343.0,1734204382321,274.0
344.0,1734204384753,488.0
345.0,1734204386219,298.0
346.0,1734204388203,396.0
347.0,1734204389686,296.0
348.0,1734204391450,366.0
349.0,1734204392732,253.0
350.0,1734204394357,319.0
351.0,1734204395787,286.0
352.0,1734204397235,287.0
353.0,1734204398855,330.0
354.0,1734204400957,424.0
355.0,1734204402104,232.0
356.0,1734204403456,276.0
357.0,1734204404641,233.0
358.0,1734204405902,254.0
359.0,1734204406993,220.0
360.0,1734204408301,256.0
361.0,1734204409445,233.0
362.0,1734204410578,221.0
363.0,1734204411775,241.0
364.0,1734204413305,303.0
365.0,1734204414961,340.0
366.0,1734204416423,308.0
367.0,1734204417805,269.0
368.0,1734204419407,321.0
369.0,1734204421248,364.0
370.0,1734204422738,256.0
371.0,1734204423837,226.0
372.0,1734204425044,245.0
373.0,1734204426415,283.0
374.0,1734204428449,407.0
375.0,1734204429719,248.0
376.0,1734204431482,363.0
377.0,1734204432933,290.0
378.0,1734204434572,320.0
379.0,1734204435805,261.0
380.0,1734204437336,308.0
381.0,1734204439117,363.0
382.0,1734204440664,310.0
383.0,1734204442127,293.0
384.0,1734204444111,410.0
385.0,1734204445417,264.0
386.0,1734204446963,315.0
387.0,1734204448075,236.0
388.0,1734204449335,248.0
389.0,1734204451362,414.0
390.0,1734204453593,460.0
391.0,1734204456012,500.0
392.0,1734204458003,417.0
393.0,1734204459971,407.0
394.0,1734204461517,324.0
395.0,1734204462972,301.0
396.0,1734204465003,403.0
397.0,1734204465966,202.0
398.0,1734204466843,172.0
399.0,1734204467656,160.0
400.0,1734204468305,139.0
401.0,1734204469035,148.0
402.0,1734204469957,192.0
403.0,1734204470731,159.0
404.0,1734204471611,180.0
405.0,1734204472359,157.0
406.0,1734204473242,179.0
407.0,1734204473837,134.0
408.0,1734204474650,167.0
409.0,1734204475486,169.0
410.0,1734204476469,154.0
411.0,1734204477220,149.0
412.0,1734204477924,148.0
413.0,1734204478538,134.0
414.0,1734204479556,195.0
415.0,1734204480250,146.0
416.0,1734204481335,207.0
417.0,1734204482482,235.0
418.0,1734204483375,179.0
419.0,1734204485904,495.0
420.0,1734204487253,270.0
421.0,1734204488269,195.0
422.0,1734204490059,360.0
423.0,1734204492518,485.0
424.0,1734204494062,304.0
425.0,1734204494859,167.0
426.0,1734204494929,14.0
427.0,1734204494985,12.0
428.0,1734204495751,154.0
429.0,1734204495872,25.0
430.0,1734204495940,14.0
431.0,1734204495990,10.0
432.0,1734204496050,11.0
433.0,1734204496148,20.0
434.0,1734204496220,15.0
435.0,1734204496298,15.0
436.0,1734204498825,500.0
437.0,1734204498911,19.0
438.0,1734204499613,145.0
439.0,1734204499663,10.0
440.0,1734204499713,10.0
441.0,1734204499767,11.0
442.0,1734204499824,12.0
443.0,1734204499882,12.0
444.0,1734204499937,12.0
445.0,1734204500010,15.0
446.0,1734204500086,16.0
447.0,1734204500229,21.0
448.0,1734204500321,19.0
449.0,1734204500424,21.0
450.0,1734204500493,13.0
451.0,1734204500555,12.0
452.0,1734204500625,14.0
453.0,1734204500713,15.0
454.0,1734204501717,205.0
455.0,1734204502816,230.0
456.0,1734204503703,179.0
457.0,1734204504836,229.0
458.0,1734204507316,500.0
459.0,1734204509244,402.0
460.0,1734204510944,328.0
461.0,1734204512851,371.0
462.0,1734204513825,194.0
463.0,1734204514560,139.0
464.0,1734204514692,26.0
465.0,1734204514776,16.0
466.0,1734204514834,12.0
467.0,1734204514891,11.0
468.0,1734204514961,14.0
469.0,1734204515031,14.0
470.0,1734204515094,12.0
471.0,1734204515165,14.0
472.0,1734204515236,15.0
473.0,1734204515297,13.0
474.0,1734204515355,14.0
475.0,1734204515437,18.0
476.0,1734204515480,10.0
477.0,1734204515549,18.0
478.0,1734204515619,13.0
479.0,1734204515674,12.0
480.0,1734204515728,12.0
481.0,1734204515786,12.0
482.0,1734204515868,13.0
483.0,1734204515935,11.0
484.0,1734204516020,15.0
485.0,1734204516082,12.0
486.0,1734204518327,433.0
487.0,1734204518920,117.0
488.0,1734204520886,385.0
489.0,1734204522079,238.0
490.0,1734204523462,276.0
491.0,1734204524876,275.0
492.0,1734204525996,225.0
493.0,1734204527770,345.0
494.0,1734204529419,286.0
495.0,1734204530672,254.0
496.0,1734204531962,246.0
497.0,1734204533603,329.0
498.0,1734204535149,303.0
499.0,1734204536810,320.0
500.0,1734204538734,383.0
501.0,1734204540386,322.0
502.0,1734204541638,249.0
503.0,1734204543167,310.0
504.0,1734204545140,388.0
505.0,1734204547211,423.0
506.0,1734204549704,500.0
507.0,1734204552202,500.0
508.0,1734204554146,385.0
509.0,1734204556650,500.0
510.0,1734204559196,500.0
